MonitoringSite,obsYear,species_full,species_code,28-may,29-may,30-may,31-may,01-jun,02-jun,03-jun,04-jun,05-jun,06-jun,07-jun,08-jun,09-jun,10-jun,11-jun,12-jun,13-jun,14-jun,15-jun,16-jun,17-jun,18-jun,19-jun,20-jun,21-jun,22-jun,23-jun,24-jun,25-jun,26-jun,27-jun,28-jun,29-jun,30-jun,01-jul,02-jul,03-jul,04-jul,05-jul,06-jul,07-jul,08-jul,09-jul,10-jul,11-jul,12-jul,13-jul,14-jul,15-jul,16-jul,17-jul,18-jul,19-jul,20-jul,21-jul,22-jul,23-jul,24-jul,25-jul,26-jul,27-jul,28-jul,29-jul,30-jul,31-jul,01-aug,02-aug,03-aug
East Bay Mainland,2010,Parasitic Jaeger,PAJA,,,,,,0,0,0,1,1,2,1,5,8,4,1,4,4,0,3,4,,6,6,6,2,1,6,6,6,1,2,4,6,3,6,1,5,6,2,0,2,6,4,4,7,2,2,2,2,,2,,2,0,5,0,0,2,,,,,,,,,
East Bay Mainland,2010,Pacific Loon,PALO,,,,,,0,0,0,0,0,0,0,0,0,0,1,3,6,0,10,6,,4,6,0,8,0,4,1,2,2,0,0,0,3,0,4,0,2,0,0,0,0,0,2,2,3,0,2,0,,0,,2,2,3,0,0,1,,,,,,,,,
East Bay Mainland,2010,Peregrine Falcon,PEFA,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Pectoral Sandpiper,PESA,,,,,,0,0,0,0,5,3,15,7,4,2,0,0,0,0,0,0,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,2,0,0,0,,,,,,,,,
East Bay Mainland,2010,Pomarine Jaeger,POJA,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Polar Bear,polar bear,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,,0,0,2,1,1,0,,,,,,,,,
East Bay Mainland,2010,Purple Sandpiper,PUSA,,,,,,0,0,1,0,1,1,4,2,1,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Red-breasted Merganser,RBME,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Redpoll sp,Redpoll sp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Red Knot,REKN,,,,,,2,8,5,5,8,2,5,0,0,4,0,3,3,0,0,6,,8,7,2,5,0,1,0,1,6,2,0,0,0,0,2,0,5,0,2,0,2,0,0,0,0,1,0,0,,0,,6,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Red Phalarope,REPH,,,,,,0,0,2,0,20,6,8,26,20,15,6,20,20,0,30,40,,30,30,25,25,1,25,20,25,20,6,18,20,8,14,12,16,30,16,20,35,21,21,8,12,8,0,2,3,,0,,4,1,4,2,1,0,,,,,,,,,
East Bay Mainland,2010,Rough-legged Hawk,RLHA,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Red-necked Phalarope,RNPH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Ross' Goose,ROGO,,,,,,5,2,0,40,20,0,15,15,15,10,0,25,20,0,0,20,,20,15,15,0,0,4,8,5,12,12,20,14,0,5,12,14,6,0,0,4,0,0,0,0,0,2,0,4,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Ross' Gull,ROGU,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Rock Ptarmigan,ROPT,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Red-throated Loon,RTLO,,,,,,0,0,2,0,1,0,8,5,10,10,3,10,12,0,15,10,,15,12,15,8,5,15,8,12,20,7,12,17,7,6,12,12,15,10,18,13,13,12,14,18,10,14,15,12,,7,,5,10,24,6,4,2,,,,,,,,,
East Bay Mainland,2010,Ruddy Turnstone,RUTU,,,,,,0,3,12,2,2,3,10,6,6,8,0,8,10,0,5,8,,16,15,9,25,0,23,12,10,32,28,8,2,15,6,40,15,40,18,30,30,17,14,10,24,6,9,4,8,,0,,8,6,4,4,4,1,,,,,,,,,
East Bay Mainland,2010,Sandhill Crane,SACR,,,,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,2,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Sabine's Gull,SAGU,,,,,,0,0,2,0,13,18,10,17,10,12,2,12,25,0,0,10,,25,20,3,40,2,31,0,6,35,30,20,0,4,2,50,14,35,23,43,28,18,20,18,27,16,16,10,8,,12,,12,10,14,4,4,0,,,,,,,,,
East Bay Mainland,2010,Sanderling,SAND,,,,,,0,0,0,0,0,1,3,1,0,2,1,0,3,0,2,1,,0,2,0,0,0,0,2,0,2,1,0,1,1,0,4,0,3,0,0,0,0,1,4,4,0,1,1,0,,0,,0,0,12,0,0,0,,,,,,,,,
East Bay Mainland,2010,Savannah Sparrow,SAVS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Seal sp,seal sp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,7,3,3,0,0,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,,1,,0,0,0,0,0,2,,,,,,,,,
East Bay Mainland,2010,Short-eared Owl,SEOW,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Semipalmated Plover,SEPL,,,,,,2,1,0,1,2,0,2,6,1,8,0,5,4,0,0,5,,3,1,0,2,1,9,0,0,9,6,8,0,0,2,20,8,12,6,12,5,3,4,2,13,6,8,6,1,,4,,6,5,7,4,2,3,,,,,,,,,
East Bay Mainland,2010,Semipalmated Sandpiper,SESA,,,,,,1,0,0,0,1,10,5,2,2,3,0,0,6,0,4,4,,3,10,10,7,0,5,1,1,2,2,0,2,0,0,8,0,5,2,6,4,7,4,2,7,4,4,6,5,,1,,0,0,6,2,0,0,,,,,,,,,
East Bay Mainland,2010,Snow Bunting,SNBU,,,,,,0,0,3,30,7,2,5,15,4,8,2,8,5,0,2,10,,8,4,3,14,0,5,4,3,6,3,2,2,4,6,10,6,15,16,20,13,5,8,7,8,6,2,4,0,,3,,6,4,1,2,2,1,,,,,,,,,
East Bay Mainland,2010,Snow Goose,SNGO,,,,,,150,60,100,150,100,0,75,50,80,70,30,30,50,0,50,50,,50,65,50,25,70,105,100,45,160,90,70,80,30,47,80,50,40,43,18,27,250,80,90,100,100,130,160,300,,240,,350,200,300,150,80,240,,,,,,,,,
East Bay Mainland,2010,Snowy Owl,SNOW,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Steller's Eider,STEI,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Stilt Sandpiper,STSA,,,,,,0,1,1,0,2,1,2,0,0,0,2,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Thayer's Gull,THGU,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Tundra Swan,TUSW,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,White-crowned Sparrow,WCSP,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Whale sp,whale sp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,,0,,0,0,6,0,10,20,,,,,,,,,
East Bay Mainland,2010,Whimbrel,WHIM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,Willow Ptarmigan,WIPT,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,0,0,0,0,0,0,,,,,,,,,
East Bay Mainland,2010,White-rumped Sandpiper,WRSA,,,,,,10,20,30,40,50,45,50,60,45,35,12,60,40,0,35,30,,40,30,40,20,16,35,30,10,30,8,18,30,16,14,20,30,28,20,30,14,32,35,4,41,30,18,40,35,,9,,16,12,19,12,20,0,,,,,,,,,
East Bay Mainland,2011,American Golden-Plover,AMGP,,,,,,,,,,,,,,,1,0,1,3,2,0,1,3,0,0,2,0,0,2,4,3,,0,3,0,0,2,0,0,2,0,1,2,0,0,0,0,0,0,2,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,American Pipit,AMPI,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Arctic Fox,arctic fox,,,,,,,,,,,,,,,0,0,0,4,1,2,1,1,0,1,0,0,2,1,1,2,,1,2,0,0,1,0,2,0,0,0,0,3,3,1,0,0,1,1,0,0,,0,,,1,,0,0,,,,,,,,,
East Bay Mainland,2011,Arctic Tern,ARTE,,,,,,,,,,,,,,,4,0,5,9,0,17,0,7,40,0,15,37,14,0,0,7,,25,17,2,14,23,4,15,0,13,0,13,18,17,0,0,0,25,11,8,7,,6,,,6,,0,0,,,,,,,,,
East Bay Mainland,2011,Baird's Sandpiper,BASA,,,,,,,,,,,,,,,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Black-bellied Plover,BBPL,,,,,,,,,,,,,,,2,4,6,3,4,0,2,0,3,13,14,5,8,11,8,5,,8,2,7,0,10,0,2,0,2,2,7,12,6,11,0,12,0,5,1,3,,9,,,0,,2,1,,,,,,,,,
East Bay Mainland,2011,Brant,BRAN,,,,,,,,,,,,,,,6,0,0,13,0,8,0,29,5,3,46,26,9,8,0,35,,17,11,48,0,31,0,10,0,10,0,11,0,16,12,0,0,0,4,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Canada Goose,CANG,,,,,,,,,,,,,,,6,6,9,26,0,3,6,11,28,17,56,37,76,59,6,47,,27,13,18,6,45,0,10,2,6,0,10,6,4,2,0,9,0,0,0,0,,2,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Caribou,caribou,,,,,,,,,,,,,,,5,0,0,1,2,0,2,3,0,5,0,0,0,0,0,2,,6,0,1,0,4,3,6,0,3,9,0,10,8,0,0,1,2,1,2,0,,2,,,5,,0,2,,,,,,,,,
East Bay Mainland,2011,Common Eider,COEI,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,2,2,0,0,0,6,0,2,2,5,3,0,0,18,0,0,30,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Common Raven,CORA,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Dunlin,DUNL,,,,,,,,,,,,,,,10,1,1,1,2,0,1,0,0,4,3,0,3,2,0,1,,5,5,0,0,3,0,0,4,1,4,3,3,2,0,0,1,9,7,1,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Glaucous Gull,GLGU,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Greater White-fronted Goose,GWFG,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Gyrfalcon,GYRF,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Herring Gull,HERG,,,,,,,,,,,,,,,8,5,10,16,1,6,2,10,23,38,38,24,35,28,11,13,,16,7,27,0,24,3,12,4,20,3,6,8,18,11,0,22,6,12,16,2,,9,,,4,,6,4,,,,,,,,,
East Bay Mainland,2011,Horned Lark,HOLA,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Iceland Gull,ICGU,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Jaeger sp,JAEG,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,King Eider,KIEI,,,,,,,,,,,,,,,28,16,10,8,2,15,2,27,41,52,42,35,48,32,24,24,,17,11,48,0,34,6,30,16,21,6,19,43,32,35,0,36,14,26,24,0,,5,,,14,,0,0,,,,,,,,,
East Bay Mainland,2011,Lapland Longspur,LALO,,,,,,,,,,,,,,,3,16,11,12,0,1,0,3,21,35,15,21,25,15,22,15,,12,19,18,0,21,0,6,8,6,10,6,10,4,12,0,14,0,3,3,2,,15,,,3,,0,1,,,,,,,,,
East Bay Mainland,2011,Lemming,lemming,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Least Sandpiper,LESA,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Loon sp,LOON,,,,,,,,,,,,,,,4,1,3,4,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Long-tailed Duck,LTDU,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,5,0,4,7,4,0,0,2,,2,0,4,2,2,2,3,0,3,0,3,5,1,0,0,0,0,2,0,1,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Long-tailed Jaeger,LTJA,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Northern Pintail,NOPI,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Parasitic Jaeger,PAJA,,,,,,,,,,,,,,,0,0,0,2,0,3,0,1,7,10,3,3,5,0,3,6,,2,3,4,0,6,1,2,2,3,4,3,2,3,4,0,4,0,3,4,1,,8,,,1,,1,1,,,,,,,,,
East Bay Mainland,2011,Pacific Loon,PALO,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,4,6,7,2,3,0,,1,0,5,0,2,0,0,0,2,2,2,0,6,2,0,3,2,5,2,0,,0,,,4,,0,3,,,,,,,,,
East Bay Mainland,2011,Sandpiper sp,PEEP,,,,,,,,,,,,,,,0,17,13,0,0,0,0,0,4,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Peregrine Falcon,PEFA,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,,0,0,,,,,,,,,
East Bay Mainland,2011,Pectoral Sandpiper,PESA,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Pomarine Jaeger,POJA,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Polar Bear,polar bear,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Ptarmigan sp,PTAR,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Purple Sandpiper,PUSA,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Redpoll sp,Redpoll sp,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Red Knot,REKN,,,,,,,,,,,,,,,0,2,2,2,3,4,0,0,4,0,3,2,0,0,2,0,,4,3,4,2,4,0,3,0,2,0,7,0,2,3,0,0,0,2,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Red Phalarope,REPH,,,,,,,,,,,,,,,17,1,5,2,2,0,0,0,4,3,2,10,26,9,19,19,,32,19,12,13,38,6,14,10,15,7,29,7,11,11,0,4,7,4,0,0,,5,,,2,,0,0,,,,,,,,,
East Bay Mainland,2011,Rough-legged Hawk,RLHA,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Red-necked Phalarope,RNPH,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Ross' Goose,ROGO,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,4,3,12,24,4,22,35,,9,5,0,0,6,0,11,4,0,7,0,2,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Ross' Gull,ROGU,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Red-throated Loon,RTLO,,,,,,,,,,,,,,,1,0,1,0,1,6,0,4,11,12,14,18,20,2,0,5,,15,2,11,2,26,2,9,0,5,6,5,7,14,15,0,14,2,17,7,1,,9,,,6,,0,2,,,,,,,,,
East Bay Mainland,2011,Ruddy Turnstone,RUTU,,,,,,,,,,,,,,,1,3,7,8,0,5,0,0,6,1,7,15,7,0,2,13,,12,16,6,12,12,10,20,0,12,7,13,16,10,8,0,0,10,10,5,3,,3,,,5,,0,0,,,,,,,,,
East Bay Mainland,2011,Sandhill Crane,SACR,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,4,2,1,0,3,0,2,,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,,2,,,0,,0,2,,,,,,,,,
East Bay Mainland,2011,Sabine's Gull,SAGU,,,,,,,,,,,,,,,0,0,8,11,0,8,0,1,14,1,24,21,6,0,0,0,,28,24,6,25,37,4,58,0,9,5,27,9,20,8,0,2,22,30,20,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Sanderling,SAND,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Savannah Sparrow,SAVS,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Seal sp,seal sp,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Short-eared Owl,SEOW,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Semipalmated Plover,SEPL,,,,,,,,,,,,,,,1,0,0,0,0,3,0,5,4,0,7,13,1,0,0,9,,6,10,6,0,12,4,14,0,10,6,8,7,13,10,0,4,13,10,5,0,,7,,,3,,0,0,,,,,,,,,
East Bay Mainland,2011,Semipalmated Sandpiper,SESA,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,7,1,0,0,0,0,0,1,0,5,0,0,0,1,3,0,13,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Snow Bunting,SNBU,,,,,,,,,,,,,,,1,11,8,3,0,7,0,2,5,4,10,3,3,1,0,7,,2,1,0,2,0,1,0,0,0,1,2,2,5,1,0,0,0,3,1,0,,0,,,2,,0,0,,,,,,,,,
East Bay Mainland,2011,Snow Goose,SNGO,,,,,,,,,,,,,,,66,100,55,21,0,2,0,44,45,167,82,84,173,170,120,149,,180,44,78,0,117,25,61,42,59,56,3,15,48,18,0,31,0,23,20,13,,31,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Snowy Owl,SNOW,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Steller's Eider,STEI,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Stilt Sandpiper,STSA,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Thayer's Gull,THGU,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Tundra Swan,TUSW,,,,,,,,,,,,,,,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
East Bay Mainland,2011,Whale sp,whale sp,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,,,,,,,,,
